https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume CFX,Volume USDT,tradecount
1667433600000,2022-11-03,CFXUSDT,0.0391,0.0406,0.039,0.0396,19798371.0,789220.6788,5241
1667347200000,2022-11-02,CFXUSDT,0.0408,0.0417,0.0385,0.0391,27157015.0,1078949.0226,6454
1667260800000,2022-11-01,CFXUSDT,0.0381,0.042,0.0378,0.0407,81718422.0,3288937.0058,19421
1667174400000,2022-10-31,CFXUSDT,0.0377,0.0384,0.037,0.0381,12073160.0,454363.5389,3280
1667088000000,2022-10-30,CFXUSDT,0.0376,0.039,0.0374,0.0377,9804646.0,373584.9246,3080
1667001600000,2022-10-29,CFXUSDT,0.0379,0.039,0.0374,0.0377,16597742.0,632308.2242,4199
1666915200000,2022-10-28,CFXUSDT,0.0377,0.0384,0.0369,0.0378,12527588.0,471284.918,3775
1666828800000,2022-10-27,CFXUSDT,0.0385,0.0405,0.0374,0.0377,20664648.0,805131.6702,5576
1666742400000,2022-10-26,CFXUSDT,0.0381,0.039,0.038,0.0385,12061936.0,464553.432,3327
1666656000000,2022-10-25,CFXUSDT,0.0377,0.0388,0.0372,0.0381,17356244.0,658526.9441,4096
1666569600000,2022-10-24,CFXUSDT,0.0382,0.0397,0.0374,0.0376,17636188.0,677520.9643,5266
1666483200000,2022-10-23,CFXUSDT,0.0382,0.039,0.0373,0.0381,10811881.0,410100.878,3419
1666396800000,2022-10-22,CFXUSDT,0.0381,0.0395,0.0374,0.0382,11801240.0,453013.7298,4130
1666310400000,2022-10-21,CFXUSDT,0.0382,0.0386,0.0363,0.0381,12560837.0,473862.1647,4158
1666224000000,2022-10-20,CFXUSDT,0.0388,0.0405,0.0377,0.0382,17002260.0,663730.9389,5163
1666137600000,2022-10-19,CFXUSDT,0.0446,0.0449,0.0387,0.0389,50539542.0,2086842.3446,13301
1666051200000,2022-10-18,CFXUSDT,0.0375,0.0495,0.0375,0.0447,191677427.0,8360609.6725,54884
1665964800000,2022-10-17,CFXUSDT,0.0371,0.0386,0.0365,0.0375,12950109.0,482743.6238,3671
1665878400000,2022-10-16,CFXUSDT,0.0396,0.0399,0.0368,0.0371,31792824.0,1215079.023,8117
1665792000000,2022-10-15,CFXUSDT,0.0354,0.0525,0.035,0.0396,164405342.0,7096537.2799,38743
