
2017-10-29,291.86,309.4,291.86,305.0,2716332,2716332
2017-10-30,305.0,316.0,302.1,307.25,2751568,2751568
2017-10-31,305.95,309.99,304.01,304.9,2347542,2347542
2017-11-01,304.89,305.9,286.34,287.01,2948801,2948801
2017-11-02,287.3,293.0,274.73,283.12,3810829,3810829
2017-11-03,283.12,307.0,282.0,304.08,2400297,2400297
2017-11-04,304.09,304.99,292.11,298.04,2333944,2333944
2017-11-05,298.1,302.14,293.13,295.53,1974433,1974433
2017-11-06,295.19,305.58,290.11,297.97,2233482,2233482
2017-11-07,297.25,303.52,287.0,291.78,2765345,2765345
2017-11-08,291.31,320.0,290.02,303.02,4839176,4839176
2017-11-09,303.6,329.0,299.5,317.87,3527294,3527294
2017-11-10,318.5,322.65,285.82,293.5,4762536,4762536
2017-11-11,293.52,318.0,291.91,310.02,3282643,3282643
2017-11-12,310.87,316.99,281.01,305.24,6345603,6345603
2017-11-13,304.0,318.88,303.7,312.99,4852265,4852265
2017-11-14,313.0,337.54,312.94,335.61,5756893,5756893
2017-11-15,335.6,339.0,324.0,331.33,5178507,5178507
2017-11-16,330.98,334.75,321.41,331.49,4638262,4638262
2017-11-17,331.49,334.6,323.84,331.23,5954175,5954175
2017-11-18,331.2,349.9,326.01,346.66,4780354,4780354
2017-11-19,346.66,373.56,343.07,354.15,6895884,6895884
2017-11-20,355.15,372.5,353.9,367.42,6600961,6600961
2017-11-21,367.42,375.5,350.02,362.12,9556690,9556690
2017-11-22,362.12,384.84,359.0,380.65,6654403,6654403
2017-11-23,380.63,425.0,370.02,405.0,10084943,10084943
2017-11-24,405.03,475.0,392.8,469.0,13089282,13089282
2017-11-25,467.57,484.47,450.0,461.82,9958206,9958206
2017-11-26,461.0,465.0,436.14,462.84,9854650,9854650
2017-11-27,462.84,486.94,453.0,472.31,11199192,11199192
2017-11-28,472.32,477.5,453.5,466.17,11224970,11224970
2017-11-29,466.17,515.0,385.0,421.7,23657537,23657537
2017-11-30,421.92,460.0,387.01,427.43,19125706,19125706
2017-12-01,428.05,465.97,413.74,457.51,14471054,14471054
2017-12-02,457.53,471.91,445.0,457.63,11883272,11883272
2017-12-03,457.31,485.9,440.11,460.3,11436416,11436416
2017-12-04,460.3,470.98,445.0,466.67,10662508,10662508
2017-12-05,466.66,468.67,445.21,452.26,11663673,11663673
2017-12-06,452.26,455.1,400.0,411.01,16767914,16767914
2017-12-07,413.5,427.61,375.01,406.33,16842079,16842079
2017-12-08,406.52,456.78,390.0,442.56,17430991,17430991
2017-12-09,442.56,488.0,426.4,460.0,19341744,19341744
2017-12-10,460.0,460.05,403.2,427.35,15125760,15125760
2017-12-11,427.35,512.0,427.35,508.7,13776239,13776239
2017-12-12,508.44,639.27,494.89,620.0,33241867,33241867
2017-12-13,622.0,705.69,539.93,683.99,36344921,36344921
2017-12-14,683.98,747.6,630.5,679.76,41882857,41882857
2017-12-15,679.76,689.0,594.6,674.95,25891535,25891535
2017-12-16,673.75,712.0,669.22,682.81,18466770,18466770
2017-12-17,681.8,728.0,680.33,707.64,22242667,22242667
2017-12-18,707.62,798.88,638.0,784.0,32799947,32799947
2017-12-19,784.0,864.9,729.01,798.0,55123972,55123972
2017-12-20,798.0,828.0,661.0,790.21,55604509,55604509
2017-12-21,794.62,845.99,705.98,782.41,62052521,62052521
2017-12-22,784.0,796.0,504.99,635.97,98661808,98661808
2017-12-23,635.15,714.99,627.97,640.34,53738833,53738833
2017-12-24,640.33,667.64,563.49,658.0,59101715,59101715
2017-12-25,659.4,744.0,599.99,714.95,55108579,55108579
2017-12-26,713.12,750.0,712.56,750.0,44216631,44216631
2017-12-27,750.0,766.05,693.18,739.89,38102246,38102246
2017-12-28,739.89,744.93,645.88,707.89,50030889,50030889
2017-12-29,709.5,757.87,703.0,733.99,46838775,46838775
2017-12-30,732.9,735.0,635.82,681.06,61752153,61752153
2017-12-31,680.01,740.0,672.86,733.98,44570894,44570894
2018-01-01,733.01,763.55,716.8,754.99,40049370,40049370
2018-01-02,754.99,899.5,749.06,855.28,95749946,95749946
2018-01-03,855.13,950.01,810.0,934.03,78173093,78173093
2018-01-04,934.03,1009.72,890.01,940.0,97740086,97740086
2018-01-05,940.0,1045.0,930.0,959.3,95739901,95739901
2018-01-06,958.0,1017.56,950.0,1004.11,71196052,71196052
2018-01-07,1003.71,1125.0,999.9,1123.09,70126945,70126945
2018-01-08,1123.09,1239.18,910.0,1133.18,176599793,176599793
2018-01-09,1133.18,1326.5,1104.85,1291.0,143246762,143246762
2018-01-10,1291.0,1440.0,1201.1,1247.0,210902815,210902815
2018-01-11,1249.03,1332.49,1021.0,1138.93,230792205,230792205
2018-01-12,1136.45,1288.5,1069.01,1253.87,113367281,113367281
2018-01-13,1253.87,1427.01,1252.0,1388.02,101824625,101824625
2018-01-14,1388.1,1391.89,1220.89,1347.0,128517479,128517479
2018-01-15,1347.99,1383.13,1258.12,1271.0,90732886,90732886
2018-01-16,1268.67,1275.01,780.0,1000.0,355819297,355819297
2018-01-17,999.99,1075.51,755.0,1000.0,398063123,398063123
2018-01-18,1000.0,1075.2,924.21,994.0,296964713,296964713
2018-01-19,993.3,1079.0,941.0,1032.5,171217738,171217738
2018-01-20,1032.5,1165.4,1031.0,1152.75,137333158,137333158
2018-01-21,1150.37,1152.69,998.0,1049.0,186353755,186353755
2018-01-22,1049.0,1090.15,908.0,993.0,185276703,185276703
2018-01-23,993.0,1030.0,909.0,980.0,156053774,156053774
2018-01-24,981.2,1074.0,953.09,1061.0,135793371,135793371
2018-01-25,1060.34,1115.0,1030.26,1056.52,127855243,127855243
2018-01-26,1055.29,1082.0,986.0,1051.03,150237011,150237011
2018-01-27,1051.03,1127.99,1032.2,1118.99,105043056,105043056
2018-01-28,1118.99,1277.0,1112.0,1251.96,173283524,173283524
2018-01-29,1251.96,1258.89,1161.65,1177.01,126282956,126282956
2018-01-30,1177.01,1186.85,1051.0,1085.5,173857602,173857602
2018-01-31,1084.63,1135.0,1029.0,1124.81,109226169,109226169
2018-02-01,1125.96,1164.99,981.0,1041.94,220810878,220810878
2018-02-02,1041.89,1047.2,783.67,922.3,348077470,348077470
2018-02-03,923.67,998.0,851.0,971.0,150132852,150132852
2018-02-04,971.0,975.0,789.0,823.56,163419119,163419119
2018-02-05,821.6,862.47,634.94,697.92,270801309,270801309
2018-02-06,697.93,798.0,570.1,779.25,435291131,435291131
2018-02-07,779.99,849.0,714.18,754.0,282259408,282259408
2018-02-08,753.19,786.93,751.0,781.66,8110366,8110366
2018-02-09,781.66,882.2,781.66,877.0,81316368,81316368
2018-02-10,876.3,911.2,800.0,851.15,184921264,184921264
2018-02-11,851.15,857.0,768.28,808.99,154647315,154647315
2018-02-12,808.58,877.56,807.46,866.66,122610007,122610007
2018-02-13,866.39,871.0,820.0,841.57,92966057,92966057
2018-02-14,841.57,924.99,841.3,919.09,133514830,133514830
2018-02-15,919.09,946.66,895.59,924.55,143817533,143817533
2018-02-16,924.55,948.48,901.36,938.67,107292023,107292023
2018-02-17,938.6,974.0,933.48,969.99,105637458,105637458
2018-02-18,969.99,978.5,897.0,911.0,149501060,149501060
2018-02-19,911.0,956.22,906.04,938.11,75083849,75083849
2018-02-20,939.17,961.0,873.0,882.99,111258169,111258169
2018-02-21,882.99,908.88,812.87,835.89,151739402,151739402
2018-02-22,836.35,871.96,786.6,801.49,112939926,112939926
2018-02-23,801.47,885.0,785.99,851.6,130147658,130147658
2018-02-24,851.59,875.0,805.0,833.94,75082869,75082869
2018-02-25,833.92,849.5,813.18,841.19,49520472,49520472
2018-02-26,841.46,882.0,833.0,867.98,64498089,64498089
2018-02-27,867.98,897.49,860.69,870.11,55793476,55793476
2018-02-28,871.84,891.0,850.3,853.5,46744924,46744924
2018-03-01,853.5,879.96,848.65,870.63,37976139,37976139
2018-03-02,870.63,876.22,850.0,856.28,34068626,34068626
2018-03-03,856.27,870.78,852.3,856.02,29487108,29487108
2018-03-04,856.51,868.0,836.24,866.66,25364732,25364732
2018-03-05,866.61,871.75,847.2,849.84,26391332,26391332
2018-03-06,849.81,853.18,803.01,813.11,40340972,40340972
2018-03-07,813.31,826.2,718.4,749.9,83030975,83030975
2018-03-08,749.02,772.07,684.0,695.46,55751521,55751521
2018-03-09,695.48,727.92,640.0,723.71,79262060,79262060
2018-03-10,723.65,745.0,673.06,680.58,45345997,45345997
2018-03-11,680.58,735.0,659.15,720.85,51773437,51773437
2018-03-12,721.0,740.5,676.31,697.11,48042091,48042091
2018-03-13,696.52,713.76,680.0,689.94,38651705,38651705
2018-03-14,690.16,703.54,585.0,610.1,57785217,57785217
2018-03-15,610.1,621.12,570.0,608.83,56487242,56487242
2018-03-16,608.83,625.3,584.15,599.05,39356556,39356556
2018-03-17,599.03,609.26,544.0,546.95,39167671,39167671
2018-03-18,547.98,560.0,450.0,537.0,125170992,125170992
2018-03-19,537.39,560.0,515.8,556.88,99812549,99812549
2018-03-20,556.88,567.87,515.0,557.0,73696454,73696454
2018-03-21,557.0,590.52,545.11,559.17,66572210,66572210
2018-03-22,559.15,578.6,516.0,539.92,60459505,60459505
2018-03-23,539.78,544.72,506.71,543.03,55542669,55542669
2018-03-24,543.2,545.99,518.63,520.22,46963103,46963103
2018-03-25,521.17,536.0,512.0,523.74,37482165,37482165
2018-03-26,523.95,527.67,465.56,485.0,74104022,74104022
2018-03-27,485.0,491.55,446.0,448.5,63816245,63816245
2018-03-28,448.5,466.0,440.14,446.67,40547475,40547475
2018-03-29,446.07,449.43,380.0,384.0,91719449,91719449
2018-03-30,383.87,412.04,366.0,392.43,112316125,112316125
2018-03-31,392.4,419.4,388.52,393.92,67461541,67461541
2018-04-01,393.93,399.91,356.9,378.58,56620178,56620178
2018-04-02,378.58,394.87,375.0,385.05,43596858,43596858
2018-04-03,385.0,419.08,380.13,415.01,55385110,55385110
2018-04-04,415.0,416.5,370.0,378.16,54594624,54594624
2018-04-05,378.15,387.03,365.61,381.22,45411126,45411126
2018-04-06,381.56,385.91,362.54,368.89,27645272,27645272
2018-04-07,368.89,394.75,368.28,384.51,27442723,27442723
2018-04-08,384.51,404.05,384.0,400.4,22720923,22720923
2018-04-09,400.4,431.99,387.1,399.44,61605245,61605245
2018-04-10,399.25,418.68,391.4,416.07,32805764,32805764
2018-04-11,415.53,433.54,410.38,429.52,36371404,36371404
2018-04-12,429.9,499.0,412.88,495.67,113968625,113968625
2018-04-13,494.3,530.0,480.22,495.11,127274585,127274585
2018-04-14,494.69,515.0,485.58,502.68,60727364,60727364
2018-04-15,502.68,535.0,502.51,533.88,56506254,56506254
2018-04-16,533.88,538.0,497.31,511.46,66652300,66652300
2018-04-17,512.09,521.2,500.02,502.56,49273622,49273622
2018-04-18,502.56,526.99,501.12,526.09,37673780,37673780
2018-04-19,526.49,571.61,521.03,568.14,61044208,61044208
2018-04-20,568.14,622.17,556.5,617.09,93907683,93907683
2018-04-21,616.8,624.5,570.23,604.87,95664939,95664939
2018-04-22,604.87,643.49,589.0,620.92,74788729,74788729
2018-04-23,620.67,649.11,618.02,645.09,49473079,49473079
2018-04-24,644.58,712.99,643.76,701.58,118180314,118180314
2018-04-25,701.16,703.3,593.83,618.0,218497368,218497368
2018-04-26,617.73,666.19,600.0,661.51,98084636,98084636
2018-04-27,661.51,686.82,635.73,643.46,89621495,89621495
2018-04-28,643.41,694.9,638.76,682.86,76596615,76596615
2018-04-29,683.5,700.49,665.28,690.85,75235079,75235079
2018-04-30,690.85,695.3,662.2,670.78,76654028,76654028
2018-05-01,670.78,675.6,627.58,672.0,87065924,87065924
2018-05-02,671.99,691.99,663.0,688.56,58547697,58547697
2018-05-03,688.55,792.08,685.39,779.0,169982888,169982888
2018-05-04,779.0,810.0,756.91,785.99,141283262,141283262
2018-05-05,785.8,832.66,781.56,819.5,104594301,104594301
2018-05-06,819.5,839.99,752.49,794.3,132187629,132187629
2018-05-07,794.3,799.14,701.0,752.49,210066185,210066185
2018-05-08,753.0,777.0,720.02,748.99,101156197,101156197
2018-05-09,748.99,760.74,710.26,751.75,82933836,82933836
2018-05-10,752.4,769.88,720.0,722.52,76658823,76658823
2018-05-11,722.52,737.23,663.0,676.96,150336847,150336847
2018-05-12,676.96,690.2,633.2,684.11,111101666,111101666
2018-05-13,684.56,742.0,666.31,729.08,96516164,96516164
2018-05-14,729.08,743.9,686.0,727.49,131397089,131397089
2018-05-15,727.49,740.0,695.0,704.91,91869541,91869541
2018-05-16,704.91,712.84,673.52,706.29,82315246,82315246
2018-05-17,706.8,719.25,662.0,667.62,74320001,74320001
2018-05-18,667.62,694.9,656.0,692.6,72118376,72118376
2018-05-19,693.26,717.8,682.31,697.0,62026599,62026599
2018-05-20,697.0,729.88,688.4,716.16,61227466,61227466
2018-05-21,716.16,720.46,688.0,696.7,67799023,67799023
2018-05-22,697.1,699.6,637.32,640.99,72112726,72112726
2018-05-23,640.86,669.0,560.0,577.19,155638543,155638543
2018-05-24,577.19,612.1,550.0,602.18,114324332,114324332
2018-05-25,602.08,617.46,568.7,585.55,70118224,70118224
2018-05-26,585.56,607.62,578.32,586.0,46205282,46205282
2018-05-27,586.03,592.0,557.43,570.4,55737244,55737244
2018-05-28,570.81,576.2,506.11,511.5,81950608,81950608
2018-05-29,511.5,573.43,510.0,567.36,103113233,103113233
2018-05-30,567.09,585.83,541.2,557.19,68698935,68698935
2018-05-31,557.87,586.73,552.98,577.81,57312700,57312700
2018-06-01,577.81,590.26,564.93,579.0,48334174,48334174
2018-06-02,579.0,599.17,572.9,590.85,47346968,47346968
2018-06-03,590.85,628.81,590.1,619.66,51660963,51660963
2018-06-04,619.66,625.47,580.15,591.02,57791317,57791317
2018-06-05,591.02,614.0,570.36,609.05,52918830,52918830
2018-06-06,609.29,613.35,593.4,607.4,42406036,42406036
2018-06-07,606.68,618.0,598.24,605.16,36622061,36622061
2018-06-08,605.2,608.45,593.33,598.68,29570758,29570758
2018-06-09,599.29,608.97,591.0,592.87,23425391,23425391
2018-06-10,592.44,592.87,501.13,524.11,103749727,103749727
2018-06-11,524.64,535.51,508.66,531.69,76462994,76462994
2018-06-12,531.08,538.88,482.0,493.0,81341580,81341580
2018-06-13,493.0,501.97,449.06,475.47,86416386,86416386
2018-06-14,475.47,529.0,460.0,519.29,102374389,102374389
2018-06-15,519.3,521.0,481.62,487.48,80145974,80145974
2018-06-16,487.47,503.28,483.72,496.74,64919187,64919187
2018-06-17,496.45,507.6,492.7,497.14,58745118,58745118
2018-06-18,497.15,524.48,487.27,517.95,72402471,72402471
2018-06-19,517.77,548.2,510.01,537.97,78382588,78382588
2018-06-20,537.68,542.02,515.08,536.49,65285793,65285793
2018-06-21,536.34,544.98,521.11,526.18,42586318,42586318
2018-06-22,526.32,526.44,450.0,462.09,102306774,102306774
2018-06-23,462.4,481.0,455.0,473.41,44316379,44316379
2018-06-24,473.4,475.81,419.53,454.41,88505534,88505534
2018-06-25,454.29,474.47,444.37,458.7,56436062,56436062
2018-06-26,459.04,460.81,429.0,429.34,37307967,37307967
2018-06-27,429.81,445.95,420.19,441.64,42947280,42947280
2018-06-28,441.36,443.96,416.45,420.22,48557224,48557224
2018-06-29,420.48,442.0,404.48,434.77,66573394,66573394
2018-06-30,434.77,463.15,434.51,454.09,70748384,70748384
2018-07-01,454.2,457.77,443.73,452.1,50173671,50173671
2018-07-02,452.14,481.83,444.16,476.25,84408714,84408714
2018-07-03,476.32,486.98,457.0,461.82,88130206,88130206
2018-07-04,461.78,482.7,458.02,467.38,48042056,48042056
2018-07-05,467.19,480.0,458.8,467.87,59119270,59119270
2018-07-06,467.79,476.0,451.29,470.47,46633547,46633547
2018-07-07,470.48,487.99,461.5,485.57,39311721,39311721
2018-07-08,485.57,495.98,482.05,486.77,70523945,70523945
2018-07-09,486.55,488.98,468.2,471.71,42954426,42954426
2018-07-10,471.73,473.23,427.69,432.48,77742521,77742521
2018-07-11,432.55,452.69,424.2,444.99,69570597,69570597
2018-07-12,444.99,445.36,416.94,431.14,78631113,78631113
2018-07-13,431.14,442.47,424.62,432.46,65466673,65466673
2018-07-14,432.43,440.0,428.26,433.19,53029892,53029892
2018-07-15,433.2,455.0,430.52,449.78,62248916,62248916
2018-07-16,449.79,480.57,444.03,478.49,80398354,80398354
2018-07-17,478.49,512.0,465.29,498.76,104290230,104290230
2018-07-18,498.89,515.47,468.01,479.41,116671540,116671540
2018-07-19,479.4,484.15,462.57,468.57,81153216,81153216
2018-07-20,468.7,471.02,440.0,449.04,73878492,73878492
2018-07-21,449.04,468.97,441.18,460.23,34051603,34051603
2018-07-22,460.23,472.2,454.19,457.47,28129475,28129475
2018-07-23,457.47,469.82,447.11,450.05,49054903,49054903
2018-07-24,450.05,484.27,448.47,479.28,74269738,74269738
2018-07-25,479.24,485.77,464.0,472.1,80868121,80868121
2018-07-26,472.11,485.0,460.0,462.64,82819272,82819272
2018-07-27,462.17,474.0,455.84,470.09,92234746,92234746
2018-07-28,470.09,472.0,460.82,469.29,73310723,73310723
2018-07-29,468.44,472.0,461.6,466.4,64627164,64627164
2018-07-30,466.4,469.79,446.1,456.23,82428123,82428123
2018-07-31,456.19,457.3,427.0,432.22,94399725,94399725
2018-08-01,432.2,434.99,406.55,420.41,88066594,88066594
2018-08-02,420.37,425.52,407.43,410.62,74102793,74102793
2018-08-03,410.62,420.01,396.61,417.52,82442762,82442762
2018-08-04,417.58,419.53,401.86,407.21,73796154,73796154
2018-08-05,407.21,413.24,400.16,408.79,64593904,64593904
2018-08-06,408.77,413.28,397.08,405.28,67757484,67757484
2018-08-07,405.19,412.76,369.19,378.21,83083795,83083795
2018-08-08,378.2,380.42,347.25,355.48,100391980,100391980
2018-08-09,355.48,369.9,350.51,363.3,88131409,88131409
2018-08-10,363.21,365.87,325.95,331.81,93178451,93178451
2018-08-11,331.88,332.98,304.45,317.69,106734997,106734997
2018-08-12,317.49,327.13,313.42,317.89,43466733,43466733
2018-08-13,317.96,321.99,280.68,283.81,94158006,94158006
2018-08-14,283.81,283.81,250.0,278.41,127753385,127753385
2018-08-15,278.47,304.45,276.3,281.12,126037140,126037140
2018-08-16,281.46,298.6,277.55,287.17,67837020,67837020
2018-08-17,286.84,318.0,285.0,317.51,103050444,103050444
2018-08-18,317.51,321.33,281.79,294.11,115559326,115559326
2018-08-19,294.1,307.4,288.2,299.42,85661942,85661942
2018-08-20,299.3,304.04,269.5,270.51,63253937,63253937
2018-08-21,270.51,285.9,269.7,281.21,62384768,62384768
2018-08-22,281.09,298.89,259.5,270.8,113458567,113458567
2018-08-23,270.68,280.3,267.55,275.99,75819913,75819913
2018-08-24,276.06,283.1,270.22,281.19,75029435,75029435
2018-08-25,281.05,282.71,275.99,277.55,70728357,70728357
2018-08-26,277.54,277.91,268.69,274.29,63548492,63548492
2018-08-27,274.17,288.15,271.59,287.71,77863316,77863316
2018-08-28,287.71,298.0,282.66,295.44,91895213,91895213
2018-08-29,295.44,297.0,283.55,288.4,94515756,94515756
2018-08-30,288.35,291.0,271.88,283.89,94748097,94748097
2018-08-31,283.9,289.0,276.59,281.41,84967488,84967488
2018-09-01,281.46,302.0,281.34,295.71,86146416,86146416
2018-09-02,295.8,299.33,288.87,295.41,45141040,45141040
2018-09-03,295.51,296.62,285.99,289.09,79640131,79640131
2018-09-04,289.09,292.64,283.0,285.3,94920949,94920949
2018-09-05,285.18,287.62,227.0,228.53,136620123,136620123
2018-09-06,228.28,233.19,212.0,229.7,124860778,124860778
2018-09-07,229.73,234.69,213.5,215.22,88670418,88670418
2018-09-08,215.19,220.2,190.01,196.71,65385376,65385376
2018-09-09,196.87,208.6,185.02,195.81,84861381,84861381
2018-09-10,196.13,203.42,187.1,197.15,81950595,81950595
2018-09-11,197.22,200.2,176.16,185.18,89920137,89920137
2018-09-12,185.14,185.22,167.32,183.12,88384821,88384821
2018-09-13,183.17,215.0,183.15,210.68,147281547,147281547
2018-09-14,210.91,224.2,202.6,208.82,177613712,177613712
2018-09-15,208.55,227.42,207.64,221.29,96594593,96594593
2018-09-16,221.62,223.5,208.1,220.17,92372399,92372399
2018-09-17,220.24,225.0,192.4,196.16,173019109,173019109
2018-09-18,196.25,215.47,193.47,208.17,118777847,118777847
2018-09-19,208.42,214.84,197.58,209.79,103133667,103133667
2018-09-20,209.79,226.68,205.56,224.0,121706784,121706784
2018-09-21,224.0,252.11,220.66,247.73,195225669,195225669
2018-09-22,247.67,255.13,232.7,241.01,102510891,102510891
2018-09-23,241.01,249.73,237.0,244.5,57084614,57084614
2018-09-24,244.54,246.2,225.3,228.06,82504630,82504630
2018-09-25,228.06,228.1,203.61,219.62,151991600,151991600
2018-09-26,219.5,223.6,207.5,214.42,132187818,132187818
2018-09-27,214.38,234.0,205.01,229.13,128104933,128104933
2018-09-28,229.1,234.42,215.53,221.84,139637602,139637602
2018-09-29,221.89,237.77,214.18,231.62,137238908,137238908
2018-09-30,231.62,239.0,226.5,232.94,100778882,100778882
2018-10-01,233.04,235.88,224.46,231.61,74363466,74363466
2018-10-02,231.62,232.51,223.37,225.69,91706335,91706335
2018-10-03,225.7,226.43,216.51,220.77,60784387,60784387
2018-10-04,220.67,227.16,219.49,222.66,35468959,35468959
2018-10-05,222.66,231.75,219.35,228.37,30900558,30900558
2018-10-06,228.36,228.86,223.15,225.4,22656352,22656352
2018-10-07,225.39,227.75,221.48,226.14,16774573,16774573
2018-10-08,226.26,232.7,224.21,230.01,48017160,48017160
2018-10-09,230.01,231.02,226.56,228.4,22933859,22933859
2018-10-10,228.4,228.78,224.05,226.74,27773272,27773272
2018-10-11,226.7,226.91,189.01,191.58,101069066,101069066
2018-10-12,191.55,201.87,190.04,196.96,42627353,42627353
2018-10-13,196.96,202.78,196.27,201.3,21498264,21498264
2018-10-14,201.39,203.56,194.33,197.01,22180535,22180535
2018-10-15,196.84,239.0,194.6,214.39,212166629,212166629
2018-10-16,214.39,219.95,211.55,215.09,31315676,31315676
2018-10-17,215.2,216.99,210.0,212.85,32834161,32834161
2018-10-18,212.9,215.3,203.53,206.24,31567845,31567845
2018-10-19,206.25,208.0,204.21,205.0,52458006,52458006
2018-10-20,205.1,209.69,203.57,207.91,12936322,12936322
2018-10-21,207.91,211.99,206.74,207.49,17462109,17462109
2018-10-22,207.46,209.3,205.0,206.67,42711588,42711588
2018-10-23,206.67,207.8,202.14,205.85,23146110,23146110
2018-10-24,205.85,207.95,204.73,205.35,20049428,20049428
2018-10-25,205.35,205.94,202.88,203.93,15820355,15820355
2018-10-26,203.84,209.0,203.0,204.92,18707018,18707018
2018-10-27,204.92,206.15,203.09,204.45,10280846,10280846
2018-10-28,204.45,205.94,203.62,204.99,9084565,9084565
2018-10-29,204.99,205.49,195.28,196.96,23671711,23671711
2018-10-30,196.95,198.6,195.91,197.27,16501372,16501372
2018-10-31,197.24,201.45,193.01,198.73,22632315,22632315
2018-11-01,198.7,200.95,197.88,199.96,17116621,17116621
2018-11-02,199.93,203.74,199.34,202.35,19559214,19559214
2018-11-03,202.31,202.69,198.59,200.31,14456528,14456528
2018-11-04,200.27,218.76,199.0,212.11,37959621,37959621
2018-11-05,212.13,213.39,207.62,210.66,29714567,29714567
2018-11-06,210.64,221.25,209.11,220.74,42534535,42534535
2018-11-07,220.77,224.8,217.01,219.07,45252424,45252424
2018-11-08,219.06,220.78,212.49,212.79,40931506,40931506
